year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,9,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",5325.00,955.00,656.00,34.00,107.00,0.00,158.00,16.00,6.00,75209.00,51637.00,4064.00,6599.00,0.00,12909.00
2022,9,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2803.00,464.00,302.00,54.00,6.00,2.00,100.00,23.00,13.00,39687.00,28333.00,4522.00,662.00,75.00,6095.00
2022,9,OO,SkyWest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1892.00,217.00,179.00,33.00,1.00,0.00,4.00,3.00,3.00,18790.00,15655.00,2802.00,96.00,0.00,237.00
2022,9,OO,SkyWest Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",55.00,7.00,4.00,1.00,2.00,0.00,0.00,0.00,0.00,561.00,273.00,21.00,267.00,0.00,0.00
2022,9,OO,SkyWest Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",236.00,22.00,13.00,2.00,2.00,0.00,5.00,0.00,0.00,2095.00,1591.00,104.00,190.00,0.00,210.00
2022,9,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",992.00,88.00,51.00,7.00,10.00,0.00,20.00,3.00,2.00,8421.00,4874.00,894.00,698.00,0.00,1955.00
2022,9,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",181.00,42.00,20.00,0.00,14.00,0.00,8.00,2.00,0.00,2028.00,754.00,0.00,867.00,0.00,407.00
2022,9,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3424.00,429.00,275.00,19.00,7.00,2.00,126.00,3.00,2.00,31169.00,21499.00,1119.00,501.00,44.00,8006.00
2022,9,OO,SkyWest Airlines Inc.,LGA,"New York, NY: LaGuardia",83.00,12.00,8.00,0.00,4.00,0.00,0.00,2.00,0.00,854.00,537.00,0.00,317.00,0.00,0.00
2022,9,OO,SkyWest Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",166.00,16.00,15.00,1.00,0.00,0.00,0.00,0.00,0.00,1507.00,1356.00,151.00,0.00,0.00,0.00
2022,9,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2734.00,195.00,168.00,22.00,3.00,0.00,2.00,4.00,0.00,20033.00,18428.00,1084.00,310.00,0.00,211.00
2022,9,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3835.00,451.00,263.00,36.00,25.00,2.00,125.00,16.00,4.00,46300.00,29553.00,4060.00,2267.00,248.00,10172.00
2022,9,OO,SkyWest Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",31.00,3.00,2.00,0.00,0.00,0.00,1.00,1.00,0.00,83.00,60.00,0.00,0.00,0.00,23.00
2022,9,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1471.00,225.00,174.00,11.00,1.00,1.00,38.00,0.00,1.00,15487.00,12545.00,651.00,85.00,22.00,2184.00
2022,9,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",923.00,177.00,54.00,5.00,12.00,0.00,106.00,3.00,0.00,11291.00,3322.00,256.00,981.00,0.00,6732.00
2022,9,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1837.00,158.00,92.00,27.00,9.00,0.00,30.00,1.00,3.00,8353.00,4277.00,1838.00,527.00,0.00,1711.00
2022,9,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",2746.00,349.00,177.00,11.00,28.00,0.00,133.00,36.00,9.00,25373.00,12687.00,1201.00,2462.00,0.00,9023.00
2022,9,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",3294.00,254.00,175.00,41.00,3.00,1.00,34.00,4.00,2.00,19395.00,14017.00,2899.00,244.00,16.00,2219.00
2022,8,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",743.00,166.00,113.00,43.00,3.00,2.00,5.00,3.00,4.00,18042.00,14569.00,2729.00,315.00,59.00,370.00
2022,8,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",263.00,51.00,25.00,6.00,1.00,0.00,19.00,10.00,0.00,4148.00,1574.00,1340.00,16.00,0.00,1218.00
2022,8,OO,SkyWest Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",8.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,17.00,0.00,0.00,0.00,0.00
2022,8,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",59.00,12.00,6.00,1.00,1.00,0.00,4.00,2.00,0.00,798.00,153.00,94.00,17.00,0.00,534.00
2022,8,OO,SkyWest Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",72.00,17.00,12.00,0.00,2.00,0.00,3.00,3.00,0.00,1067.00,566.00,0.00,277.00,0.00,224.00
2022,8,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",5516.00,965.00,608.00,86.00,80.00,0.00,191.00,89.00,58.00,82469.00,48960.00,9813.00,7636.00,0.00,16060.00
2022,8,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2788.00,697.00,393.00,139.00,13.00,1.00,151.00,82.00,24.00,70360.00,38698.00,17375.00,2913.00,40.00,11334.00
2022,8,OO,SkyWest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",2015.00,311.00,222.00,61.00,5.00,0.00,23.00,17.00,3.00,34935.00,24993.00,7081.00,348.00,0.00,2513.00
2022,8,OO,SkyWest Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",58.00,10.00,7.00,1.00,2.00,0.00,0.00,1.00,1.00,617.00,306.00,103.00,208.00,0.00,0.00
2022,8,OO,SkyWest Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",230.00,44.00,32.00,6.00,2.00,0.00,4.00,3.00,0.00,4473.00,3172.00,547.00,282.00,0.00,472.00
2022,8,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1030.00,183.00,109.00,14.00,3.00,0.00,57.00,32.00,9.00,17795.00,8784.00,2072.00,214.00,0.00,6725.00
2022,8,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",158.00,47.00,19.00,0.00,8.00,0.00,20.00,0.00,0.00,3124.00,1033.00,0.00,665.00,0.00,1426.00
2022,8,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3712.00,467.00,275.00,37.00,9.00,1.00,145.00,11.00,1.00,36919.00,21817.00,3507.00,389.00,31.00,11175.00
2022,8,OO,SkyWest Airlines Inc.,LGA,"New York, NY: LaGuardia",87.00,20.00,13.00,0.00,3.00,0.00,4.00,9.00,0.00,1361.00,584.00,0.00,376.00,0.00,401.00
2022,8,OO,SkyWest Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",182.00,27.00,21.00,1.00,5.00,0.00,0.00,1.00,2.00,1967.00,1514.00,44.00,409.00,0.00,0.00
2022,8,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",3039.00,363.00,291.00,61.00,9.00,2.00,0.00,4.00,3.00,37438.00,29601.00,7000.00,772.00,65.00,0.00
2022,8,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3853.00,704.00,325.00,62.00,148.00,1.00,168.00,183.00,6.00,75305.00,33708.00,8249.00,17947.00,15.00,15386.00
2022,8,OO,SkyWest Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",26.00,3.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,177.00,177.00,0.00,0.00,0.00,0.00
2022,8,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1574.00,293.00,198.00,41.00,3.00,0.00,51.00,1.00,3.00,16986.00,11506.00,2248.00,317.00,0.00,2915.00
2022,8,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",938.00,196.00,72.00,3.00,4.00,0.00,117.00,8.00,0.00,11165.00,3786.00,81.00,399.00,0.00,6899.00
2022,8,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1857.00,146.00,100.00,23.00,7.00,0.00,16.00,1.00,1.00,8933.00,6326.00,1303.00,249.00,0.00,1055.00
2022,8,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",2797.00,374.00,198.00,6.00,24.00,1.00,145.00,25.00,0.00,27372.00,16245.00,366.00,898.00,26.00,9837.00
2022,8,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",3576.00,347.00,255.00,29.00,7.00,0.00,56.00,6.00,0.00,32429.00,24974.00,2703.00,429.00,0.00,4323.00
2022,7,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",581.00,166.00,122.00,35.00,1.00,1.00,7.00,14.00,7.00,22181.00,16059.00,4471.00,70.00,1100.00,481.00
2022,7,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",271.00,58.00,34.00,5.00,1.00,0.00,18.00,4.00,0.00,3324.00,1714.00,360.00,96.00,0.00,1154.00
2022,7,OO,SkyWest Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",16.00,2.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,192.00,57.00,0.00,0.00,0.00,135.00
2022,7,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",58.00,10.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,642.00,164.00,0.00,0.00,0.00,478.00
2022,7,OO,SkyWest Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",140.00,29.00,21.00,2.00,1.00,0.00,5.00,3.00,0.00,1317.00,766.00,71.00,42.00,0.00,438.00
2022,7,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",5550.00,1227.00,744.00,90.00,192.00,0.00,201.00,94.00,86.00,102322.00,55836.00,8512.00,19677.00,0.00,18297.00
2022,7,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2777.00,538.00,321.00,70.00,7.00,2.00,138.00,16.00,10.00,49620.00,35060.00,5739.00,667.00,43.00,8111.00
2022,7,OO,SkyWest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",2180.00,280.00,202.00,55.00,4.00,1.00,18.00,5.00,1.00,27760.00,21613.00,4553.00,375.00,84.00,1135.00
2022,7,OO,SkyWest Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",55.00,8.00,3.00,4.00,1.00,0.00,0.00,3.00,1.00,616.00,207.00,260.00,149.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",253.00,45.00,31.00,9.00,1.00,0.00,4.00,1.00,2.00,5757.00,2830.00,564.00,125.00,0.00,2238.00
2022,7,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1039.00,136.00,88.00,5.00,0.00,1.00,42.00,5.00,0.00,9910.00,4852.00,482.00,0.00,40.00,4536.00
2022,7,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",167.00,46.00,20.00,4.00,5.00,0.00,17.00,1.00,2.00,2590.00,753.00,306.00,625.00,0.00,906.00
2022,7,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3811.00,534.00,323.00,51.00,18.00,1.00,141.00,7.00,2.00,33789.00,18807.00,4398.00,1403.00,18.00,9163.00
2022,7,OO,SkyWest Airlines Inc.,LGA,"New York, NY: LaGuardia",88.00,18.00,12.00,2.00,2.00,0.00,2.00,3.00,1.00,1441.00,738.00,137.00,442.00,0.00,124.00
2022,7,OO,SkyWest Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",175.00,31.00,22.00,9.00,0.00,0.00,0.00,0.00,0.00,2529.00,1699.00,830.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",3058.00,451.00,339.00,92.00,18.00,1.00,1.00,9.00,5.00,43291.00,32238.00,8544.00,2471.00,18.00,20.00
2022,7,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4250.00,731.00,351.00,63.00,133.00,0.00,184.00,83.00,11.00,78550.00,32871.00,10074.00,16618.00,0.00,18987.00
2022,7,OO,SkyWest Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",30.00,4.00,3.00,0.00,0.00,0.00,1.00,1.00,0.00,300.00,268.00,0.00,0.00,0.00,32.00
2022,7,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1713.00,271.00,171.00,22.00,11.00,0.00,67.00,5.00,3.00,24838.00,15368.00,2807.00,1327.00,0.00,5336.00
2022,7,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",1017.00,223.00,101.00,5.00,1.00,0.00,116.00,3.00,1.00,11117.00,4349.00,179.00,109.00,0.00,6480.00
2022,7,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1863.00,149.00,110.00,21.00,4.00,1.00,13.00,2.00,1.00,8952.00,6853.00,1481.00,170.00,15.00,433.00
2022,7,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",2804.00,370.00,197.00,11.00,16.00,1.00,145.00,18.00,7.00,24158.00,11773.00,636.00,725.00,15.00,11009.00
2022,7,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",3588.00,368.00,279.00,45.00,4.00,0.00,40.00,0.00,6.00,31149.00,23939.00,3843.00,195.00,0.00,3172.00
2022,6,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",260.00,39.00,28.00,7.00,0.00,2.00,2.00,2.00,1.00,3180.00,2659.00,394.00,0.00,73.00,54.00
2022,6,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",338.00,66.00,43.00,4.00,1.00,0.00,18.00,1.00,0.00,3602.00,2207.00,229.00,191.00,0.00,975.00
2022,6,OO,SkyWest Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",40.00,7.00,5.00,1.00,0.00,0.00,1.00,0.00,1.00,241.00,110.00,116.00,0.00,0.00,15.00
2022,6,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",83.00,10.00,7.00,0.00,0.00,0.00,3.00,0.00,0.00,480.00,387.00,0.00,0.00,0.00,93.00
2022,6,OO,SkyWest Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",155.00,16.00,12.00,0.00,1.00,0.00,3.00,5.00,0.00,755.00,604.00,0.00,43.00,0.00,108.00
2022,6,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",5629.00,1019.00,696.00,44.00,39.00,1.00,239.00,44.00,33.00,101595.00,71804.00,4504.00,3488.00,32.00,21767.00
2022,6,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2941.00,799.00,483.00,92.00,19.00,4.00,201.00,44.00,10.00,79724.00,53083.00,9903.00,2910.00,99.00,13729.00
2022,6,OO,SkyWest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",2542.00,387.00,300.00,65.00,11.00,2.00,9.00,14.00,1.00,38036.00,30877.00,5459.00,929.00,206.00,565.00
2022,6,OO,SkyWest Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",52.00,10.00,7.00,1.00,2.00,0.00,0.00,1.00,0.00,716.00,347.00,98.00,271.00,0.00,0.00
2022,6,OO,SkyWest Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",330.00,43.00,32.00,4.00,3.00,0.00,4.00,7.00,0.00,5059.00,3381.00,1010.00,458.00,0.00,210.00
2022,6,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1323.00,172.00,109.00,9.00,3.00,0.00,51.00,7.00,6.00,14249.00,9639.00,868.00,151.00,0.00,3591.00
2022,6,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",177.00,50.00,27.00,1.00,3.00,0.00,19.00,0.00,0.00,2148.00,933.00,17.00,94.00,0.00,1104.00
2022,6,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3813.00,614.00,383.00,33.00,16.00,1.00,181.00,12.00,2.00,42826.00,26117.00,2906.00,576.00,92.00,13135.00
2022,6,OO,SkyWest Airlines Inc.,LGA,"New York, NY: LaGuardia",73.00,6.00,5.00,0.00,0.00,0.00,1.00,4.00,1.00,403.00,386.00,0.00,0.00,0.00,17.00
2022,6,OO,SkyWest Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",176.00,36.00,30.00,5.00,1.00,0.00,0.00,1.00,2.00,2061.00,1836.00,192.00,33.00,0.00,0.00
2022,6,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",3092.00,404.00,329.00,67.00,5.00,2.00,1.00,7.00,1.00,40766.00,34163.00,5625.00,909.00,47.00,22.00
2022,6,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4267.00,617.00,394.00,34.00,43.00,2.00,144.00,64.00,10.00,60451.00,38284.00,4813.00,5085.00,1270.00,10999.00
2022,6,OO,SkyWest Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",72.00,12.00,12.00,0.00,0.00,0.00,0.00,1.00,0.00,780.00,780.00,0.00,0.00,0.00,0.00
2022,6,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1642.00,283.00,169.00,14.00,17.00,1.00,82.00,6.00,1.00,30779.00,22237.00,949.00,1542.00,33.00,6018.00
2022,6,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",978.00,246.00,79.00,5.00,2.00,0.00,160.00,1.00,2.00,12450.00,3743.00,265.00,65.00,0.00,8377.00
2022,6,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1898.00,191.00,134.00,27.00,3.00,1.00,26.00,1.00,1.00,10722.00,7703.00,1481.00,70.00,35.00,1433.00
2022,6,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",2792.00,518.00,286.00,10.00,12.00,1.00,209.00,13.00,1.00,33715.00,19898.00,1193.00,434.00,27.00,12163.00
2022,6,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",3566.00,427.00,294.00,46.00,9.00,0.00,78.00,10.00,6.00,40068.00,30090.00,4412.00,366.00,0.00,5200.00
2022,5,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",229.00,46.00,35.00,4.00,1.00,0.00,6.00,1.00,0.00,2525.00,1444.00,627.00,102.00,0.00,352.00
2022,5,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",558.00,114.00,87.00,8.00,1.00,1.00,17.00,4.00,1.00,7529.00,5347.00,547.00,140.00,27.00,1468.00
2022,5,OO,SkyWest Airlines Inc.,BOS,"Boston, MA: Logan International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,5,OO,SkyWest Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",58.00,12.00,10.00,0.00,0.00,0.00,2.00,0.00,0.00,908.00,832.00,0.00,0.00,0.00,76.00
2022,5,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",133.00,24.00,18.00,2.00,0.00,0.00,4.00,0.00,0.00,1216.00,742.00,118.00,0.00,0.00,356.00
2022,5,OO,SkyWest Airlines Inc.,DAL,"Dallas, TX: Dallas Love Field",2.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,60.00,0.00,0.00
2022,5,OO,SkyWest Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",91.00,19.00,17.00,1.00,0.00,0.00,1.00,0.00,2.00,815.00,668.00,124.00,0.00,0.00,23.00
2022,5,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",4982.00,676.00,468.00,37.00,17.00,0.00,154.00,86.00,25.00,71708.00,45702.00,5356.00,2546.00,0.00,18104.00
2022,5,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",3433.00,804.00,381.00,63.00,22.00,2.00,336.00,65.00,6.00,85323.00,41075.00,5646.00,1696.00,42.00,36864.00
2022,5,OO,SkyWest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",2640.00,401.00,318.00,58.00,1.00,2.00,22.00,16.00,0.00,46878.00,39518.00,4845.00,65.00,61.00,2389.00
